loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3155,3,Not Graduate,Yes,5919912,7947058,12,383,5126533,13167161,14266738,2138501,Rejected
3156,2,Not Graduate,Yes,6954635,24571171,18,416,12298794,12835051,3265788,2850015,Rejected
3157,5,Graduate,No,6341092,10842720,12,833,21735339,11584692,3651877,5140064,Approved
3158,3,Graduate,No,4550851,7339976,4,518,9838222,9431153,15535072,5926770,Approved
3159,0,Not Graduate,Yes,7344065,4952858,2,401,2683583,1677617,11934640,10596170,Rejected
3160,2,Graduate,Yes,9789369,11901269,6,755,22480442,19392643,21384410,9238713,Approved
3161,1,Not Graduate,No,4450050,27841887,10,825,9878091,7102811,7713506,4832166,Approved
3162,2,Graduate,No,4043941,7767143,14,565,21141962,10863795,4492720,5439937,Rejected
3163,2,Not Graduate,Yes,6266130,10301486,20,586,21079418,4228054,7724321,9206083,Rejected
3164,4,Not Graduate,Yes,2465545,27555182,20,440,6703952,11894349,21549190,2422821,Rejected
3165,2,Not Graduate,No,6774909,8749649,6,705,28720903,19118733,2838016,11804740,Approved
3166,2,Not Graduate,Yes,9181775,22322054,18,592,27265788,15030656,8066265,11693789,Rejected
3167,3,Graduate,No,5789752,6752437,20,330,10919784,15070250,31805941,6291189,Approved
3168,1,Graduate,Yes,7760116,3401777,8,470,21454282,12432501,11677902,14094996,Approved
3169,3,Not Graduate,No,8497530,4396271,20,654,18295330,9918010,24749219,1797352,Approved
3170,3,Not Graduate,No,9237451,493345,4,504,15987078,15185980,32974277,7848074,Rejected
3171,0,Graduate,Yes,3701174,9859011,6,777,3620254,6054340,3777782,13845023,Approved
3172,3,Graduate,No,9497448,20330419,10,590,23834868,4657129,1098348,3276507,Rejected
3173,4,Not Graduate,Yes,8083150,19223087,6,410,26856130,10668878,33915456,7868540,Rejected
3174,4,Not Graduate,Yes,7756929,8261090,10,367,10904340,13319081,16599453,10860511,Rejected
3175,0,Not Graduate,Yes,990023,2638871,8,672,19220815,12787151,1514940,4016465,Approved
3176,5,Not Graduate,Yes,5536758,258621,20,495,1662057,13361315,933724,290515,Rejected
3177,1,Not Graduate,No,7665439,12170966,6,425,2326086,17968925,32433471,4471088,Rejected
3178,1,Graduate,Yes,6749172,29234401,12,561,26748536,2146405,32240177,1456603,Rejected
3179,3,Not Graduate,Yes,7299283,7123330,16,454,26436151,14245130,10954316,14256876,Rejected
3180,3,Graduate,Yes,6414566,17584825,8,880,17377715,10443928,22458155,4040470,Approved
3181,5,Graduate,Yes,3362466,15800732,18,407,20559918,11855276,7399987,11284848,Rejected
3182,3,Graduate,No,1382279,16591716,12,722,2765044,4027058,22041894,12458837,Approved
3183,1,Not Graduate,Yes,1921841,13478177,10,334,12562196,7452074,29796474,7432345,Rejected
3184,2,Graduate,No,8050273,2702807,6,343,10319881,19987009,13110551,14565660,Rejected
3185,4,Graduate,No,7131060,17107315,10,715,13772651,4276759,9361126,216888,Approved
3186,2,Graduate,No,7182263,18971485,10,584,10482481,17529592,9530954,1157809,Rejected
3187,2,Graduate,Yes,3924434,1018241,8,746,10063963,13793257,27427200,7418591,Approved
3188,1,Not Graduate,Yes,9412230,6224277,12,817,973174,18433700,34267700,13863056,Approved
3189,2,Not Graduate,Yes,226014,16792791,6,326,5402262,1275485,8621119,2070254,Rejected
3190,5,Graduate,Yes,3085364,16679126,20,526,6208776,5774282,3605099,2081178,Approved
3191,0,Graduate,No,684859,11111347,2,724,29237756,15234902,1919468,5399001,Rejected
3192,3,Not Graduate,No,9303226,9786424,14,867,2274248,1028219,6343947,12530396,Approved
3193,0,Not Graduate,Yes,4884643,7079736,14,667,26321411,1317212,8475866,6354034,Approved
3194,4,Not Graduate,Yes,8630800,13130964,8,609,19455204,13329977,14764679,134421,Approved
3195,3,Graduate,Yes,9479915,4467757,18,404,2110598,14519879,37600039,6562542,Rejected
3196,2,Not Graduate,Yes,9596616,17253646,4,317,3667577,18725870,18069837,5258636,Rejected
3197,4,Graduate,Yes,1609849,17879691,2,504,18586014,143606,7188261,8715750,Rejected
3198,3,Graduate,Yes,8632531,8807050,6,342,1973126,4862432,20340879,6516042,Approved
3199,5,Not Graduate,Yes,1862060,27256413,14,388,8743786,2381921,2174809,6962311,Approved
3200,5,Graduate,No,6489272,4027526,18,885,950281,15178056,18234824,4104695,Approved
3201,5,Not Graduate,No,7904625,5988203,4,456,22067242,12349428,17620377,8469238,Rejected
3202,5,Graduate,No,1147226,15224804,12,565,19150743,16735824,3510808,8711466,Rejected
3203,2,Not Graduate,No,7940359,27879006,6,433,4309400,982439,31257876,5775607,Rejected
3204,0,Graduate,Yes,9355359,9909153,10,763,28097978,19305476,27858376,13930788,Approved
3205,3,Graduate,Yes,5059648,3361365,18,431,21399555,16213981,20690255,12951129,Rejected
3206,2,Not Graduate,Yes,2263632,25526870,6,333,2729872,8331722,25447423,992966,Rejected
3207,5,Not Graduate,Yes,3176760,26250237,2,382,1557492,9636635,11791717,6591311,Rejected
3208,0,Not Graduate,Yes,5698195,5865102,10,431,15429142,10961488,39418131,6742141,Rejected
3209,4,Not Graduate,No,7829100,14805596,2,727,15298436,6554097,16835002,13290735,Approved
3210,4,Graduate,Yes,4889491,2305349,16,503,5661886,15075414,5549902,6129331,Rejected
3211,4,Not Graduate,No,7775867,26445260,14,635,23062796,12732817,23184108,7358332,Rejected
3212,5,Not Graduate,Yes,2101563,8548893,4,796,12780098,7804196,3499668,9813488,Approved
3213,4,Graduate,No,3697720,19779666,18,741,408762,5144474,4785206,2637746,Approved
3214,1,Not Graduate,Yes,3091838,20685897,10,557,16725311,19586328,22631913,13378361,Rejected
3215,3,Not Graduate,No,3050467,4565943,14,591,6975402,11866308,19086050,13967470,Rejected
3216,3,Graduate,Yes,3593757,29706258,8,424,12251936,9792251,31092637,14689336,Rejected
3217,5,Not Graduate,Yes,8515523,22390077,2,474,20406139,1932370,7514219,10618158,Approved
3218,1,Not Graduate,Yes,6856625,20755012,16,791,4422385,5373978,24748896,1075098,Approved
3219,2,Not Graduate,Yes,330509,6279064,2,379,24092880,14611870,33078655,8930429,Rejected
3220,2,Not Graduate,No,3059224,614938,6,604,27186376,12758242,2316471,11085108,Approved
3221,4,Not Graduate,Yes,5737987,3170132,12,809,246451,19313731,31064713,12892226,Approved
3222,0,Not Graduate,No,2824713,4553054,16,643,9067494,16122942,11936488,9128090,Approved
3223,2,Graduate,Yes,739618,16343686,16,869,19278532,18767702,23269792,4233509,Approved
3224,0,Not Graduate,No,2449718,19266858,4,390,3778589,16339915,14577417,2358547,Rejected
3225,3,Graduate,Yes,1108521,12791533,18,468,11001391,15820478,31551209,9103876,Rejected
3226,0,Graduate,Yes,203212,7434806,8,633,12639942,13507500,4863051,9651050,Approved
3227,3,Graduate,No,8820739,4775919,8,535,7244556,11395979,24879370,3274294,Rejected
3228,1,Graduate,Yes,676657,8607441,4,698,24531020,871815,35828872,14424203,Rejected
3229,1,Not Graduate,Yes,7672184,22544116,2,887,28787534,17092853,10027645,4251590,Approved
3230,5,Not Graduate,No,5464887,14845270,20,776,21574070,1372506,33020058,8151144,Approved
3231,5,Not Graduate,Yes,838093,2208086,14,834,1411664,4328272,18739939,5385009,Approved
3232,4,Graduate,No,3690513,10878627,20,884,28810608,15551544,11579667,10427277,Approved
3233,2,Not Graduate,Yes,8160135,24891356,6,387,12080666,1134751,37872012,6925726,Approved
3234,4,Not Graduate,No,5227551,27040526,8,552,18227378,18537184,9600871,13707335,Rejected
3235,3,Not Graduate,No,2035647,15481837,18,657,8746761,2944606,3974639,10687119,Approved
3236,4,Graduate,No,525737,24160666,12,357,18100353,18570150,35562000,4181819,Approved
3237,0,Graduate,No,6569494,24077092,2,698,18626413,2668831,1952622,5025375,Approved
3238,3,Not Graduate,Yes,9993227,29942019,18,820,28183010,5353891,22306167,8541682,Approved
3239,5,Graduate,Yes,7556505,2438782,18,824,27645254,3370879,3079854,11759613,Approved
3240,1,Graduate,No,5047363,6277772,10,716,10548187,11884047,31668177,9569369,Rejected
3241,5,Not Graduate,Yes,5568681,24715825,16,692,23503530,13365387,2333284,3749778,Rejected
3242,2,Graduate,Yes,6394403,1709387,14,521,21535440,8835778,27484818,9198446,Rejected
3243,3,Graduate,Yes,1094030,20910526,16,628,13370926,2370522,5667014,1360971,Approved
3244,3,Not Graduate,No,5667977,17260310,18,671,12884511,10727304,32072065,14847389,Approved
3245,0,Graduate,Yes,9917742,5269501,4,810,1418866,16440848,20812159,7914091,Approved
3246,2,Graduate,Yes,7929554,17044020,20,452,1612618,5937540,1329340,14901153,Rejected
3247,1,Graduate,No,2994937,28977486,10,779,6055790,5939710,19939580,6916328,Approved
3248,3,Graduate,Yes,6500843,6019261,16,882,28108421,2777625,16173389,4464322,Approved
3249,3,Graduate,No,7092559,6615766,6,319,29316206,11193216,19860633,9655072,Rejected
3250,0,Graduate,No,4946176,11876360,12,892,26787996,13889314,28231998,1803611,Approved
3251,4,Graduate,No,4963375,18944355,12,527,22643560,12600357,26733239,14685950,Rejected
3252,1,Graduate,Yes,1943745,6648932,14,645,14481266,487656,30273174,7225211,Approved
3253,5,Not Graduate,Yes,3985830,20862152,6,318,13051511,12861747,25354414,14383052,Rejected
3254,2,Not Graduate,No,450139,21352780,16,743,19695292,3830509,28622771,11861276,Approved
3255,3,Not Graduate,No,9088836,29401065,16,667,26307421,12745974,35867609,475844,Approved
3256,3,Not Graduate,No,7351476,11747194,18,446,16017243,9765167,32335084,995750,Rejected
3257,5,Graduate,No,978639,3989359,16,803,3853796,19405142,33688540,11268143,Rejected
3258,1,Not Graduate,No,5172863,22613309,6,729,28550558,2299326,17869963,10475857,Approved
3259,4,Not Graduate,No,1732239,4370924,12,739,9894709,7296037,7419049,8186669,Approved
3260,3,Graduate,Yes,9193870,24130947,18,497,17109164,8851251,11457398,12630656,Rejected
3261,1,Graduate,No,4799731,8910580,2,586,25634323,15082326,21009638,3784485,Rejected
3262,5,Graduate,No,4135806,25348428,6,864,6839952,17743067,38345624,14599260,Approved
3263,0,Graduate,No,9299339,23787412,4,668,13686350,5313766,14694479,10426676,Approved
3264,4,Graduate,Yes,4118139,25137671,16,539,5438477,16870977,24682670,12623401,Rejected
3265,2,Not Graduate,Yes,2602112,10347166,12,586,12080956,1713100,29356454,8683045,Rejected
3266,3,Graduate,Yes,1554832,24384844,20,694,11636463,8097829,31084067,2076577,Approved
3267,1,Not Graduate,Yes,2220991,22567918,16,817,306691,992410,17146897,8293062,Approved
3268,0,Not Graduate,No,8270838,11309939,4,860,7109552,12091496,9715922,522192,Approved
3269,2,Graduate,Yes,5575730,14326003,12,359,9163059,14084583,26617702,11695034,Rejected
3270,1,Not Graduate,No,2293787,27648332,14,844,23047533,833469,38460812,6368727,Approved
3271,1,Not Graduate,No,6300038,2499414,16,602,15167761,4514316,3901148,3401901,Approved
3272,2,Graduate,No,7227656,6157914,18,543,22398117,4694385,29486141,1005622,Rejected
3273,0,Not Graduate,No,1222805,18467620,10,506,13634997,5451877,9409969,306182,Rejected
3274,5,Not Graduate,No,1144793,2384533,6,674,11384711,15223699,25000399,10050069,Rejected
3275,0,Not Graduate,No,4701236,3966491,4,582,2663720,10789527,5319323,2375705,Rejected
3276,4,Graduate,Yes,6758347,29269439,16,777,17409855,5259240,21037508,10575988,Approved
3277,3,Graduate,Yes,1780622,29054973,2,321,28796919,16063063,28366950,4184584,Rejected
3278,2,Graduate,Yes,4125413,4747193,20,858,25674688,13863452,27379461,9435773,Approved
3279,5,Not Graduate,Yes,9500116,10472364,12,648,22439788,14125036,13861116,3398584,Approved
3280,2,Graduate,Yes,1927373,17313276,4,788,16986754,3198066,21127425,14648951,Rejected
3281,2,Not Graduate,No,8556295,7373668,6,557,1503717,17205969,8649755,1832618,Rejected
3282,0,Graduate,Yes,340926,896184,16,346,20522960,10508229,7279494,10334530,Rejected
3283,3,Not Graduate,Yes,383148,5555500,2,326,6585351,2062470,27252360,12460374,Rejected
3284,4,Graduate,Yes,9431990,10005111,12,326,18167301,1286087,37214668,2100835,Rejected
3285,1,Graduate,No,8291620,17311102,6,696,23144495,5486429,856348,3315331,Rejected
3286,1,Not Graduate,No,6119588,7638707,12,444,2629385,16380881,8473626,13589100,Approved
3287,2,Graduate,No,9083104,8908263,6,886,24256501,13916106,20628944,8984232,Approved
3288,3,Not Graduate,Yes,4413759,15732315,16,821,8432249,16987625,21714967,10467003,Rejected
3289,5,Graduate,Yes,6414405,7163240,10,420,1379757,17933436,4298702,10961366,Rejected
3290,0,Graduate,Yes,5908019,8351796,8,761,16964183,18004005,24013752,5220685,Approved
3291,3,Not Graduate,Yes,7771929,1571602,18,681,25418820,5771573,4265402,10552431,Approved
3292,3,Not Graduate,Yes,6923965,22924830,10,717,4853456,811563,7024555,1533214,Approved
3293,0,Not Graduate,No,8032678,26642780,8,626,1423213,1854688,37693366,3633301,Approved
3294,2,Graduate,Yes,5007144,16193134,16,690,21076857,7556337,5996080,10860773,Approved
3295,3,Not Graduate,No,8971213,24121017,16,596,13794769,6476172,13523787,7976378,Rejected
3296,1,Graduate,Yes,9536327,9450825,16,383,28951875,6789272,31839132,6533545,Rejected
3297,0,Not Graduate,No,2955916,14174250,8,445,4279379,1149463,20373431,14193974,Rejected
3298,5,Not Graduate,No,4081819,13463108,2,470,20373942,17198715,37134054,10412340,Rejected
3299,4,Not Graduate,No,9421049,19763848,4,633,338913,1011484,39260284,11899980,Approved
3300,2,Not Graduate,No,5404497,16602140,8,723,23406470,4295651,36835412,5205277,Approved
3301,0,Not Graduate,Yes,5571704,27265194,20,608,9223302,7138245,27169270,12614490,Approved
3302,4,Not Graduate,Yes,7264658,20606138,4,825,23177746,18865553,15795817,6305482,Approved
3303,4,Graduate,Yes,7307493,438781,20,868,29290869,743259,37040559,3185922,Approved
3304,5,Not Graduate,No,6397953,25557746,6,646,6418363,7319300,10699393,2064806,Approved
3305,3,Graduate,Yes,1101334,22278593,18,601,1367173,16630929,19522104,3576669,Approved
3306,5,Not Graduate,Yes,1943579,28101724,18,646,21438387,14175422,26465889,9123529,Approved
3307,3,Not Graduate,Yes,5145849,21192438,18,707,17410128,7248764,551111,9265920,Approved
3308,3,Not Graduate,Yes,5440266,27190868,14,432,12938072,2113188,32006821,10114467,Rejected
3309,0,Graduate,No,8422496,3697120,8,405,7906673,1150902,8959327,12360057,Rejected
3310,0,Graduate,No,327319,16234530,2,470,15724824,2531528,4255803,495197,Rejected
3311,2,Not Graduate,Yes,712193,13138530,6,549,2338679,10313739,4846120,3590439,Rejected
3312,3,Graduate,Yes,1727965,12640571,16,843,2440960,4412467,38644005,7493107,Rejected
3313,4,Not Graduate,Yes,4501264,12143661,8,561,26456666,8267704,25534740,6648112,Rejected
3314,1,Not Graduate,No,8627623,24438227,20,793,27122454,10647399,13972656,12698788,Approved
3315,2,Graduate,No,928165,6293437,20,543,5262777,7287703,27613826,6524510,Rejected
3316,0,Graduate,No,9521086,26038617,4,750,8561714,17930760,31291852,9208336,Approved
3317,5,Graduate,Yes,1133671,16889173,16,589,13752975,16898147,31205782,6385192,Rejected
3318,2,Graduate,No,6713231,20882020,14,562,100617,1904100,32260298,6986535,Rejected
3319,2,Not Graduate,No,3024665,9459728,20,613,7551020,19831944,37264897,9089181,Approved
3320,2,Graduate,No,7168350,14631214,18,384,17264745,8180582,20182366,2227366,Rejected
3321,2,Graduate,No,3206374,25283653,4,714,18032605,8159597,35720348,12252868,Approved
3322,1,Not Graduate,No,2121086,22388077,10,628,1785885,9428851,15238705,12684931,Approved
3323,5,Graduate,Yes,7596911,14188845,12,344,21733165,14433813,2960245,2562274,Rejected
3324,5,Graduate,Yes,2887279,27509080,4,632,657512,8258192,28400113,1844775,Approved
3325,5,Graduate,Yes,9666940,3345498,4,764,16812180,11313312,25978336,10920420,Approved
3326,3,Graduate,Yes,5062347,28962192,20,499,2123306,8183982,1907725,9318564,Rejected
3327,4,Not Graduate,No,9817741,10615975,8,500,14056071,15748494,7458007,4739504,Rejected
3328,5,Not Graduate,Yes,9866487,1598111,16,628,10506155,17520095,38610389,11250332,Approved
3329,2,Graduate,Yes,4349658,26834151,10,539,1775042,15694300,17087311,12796430,Rejected
3330,2,Graduate,Yes,874075,19704370,18,882,15589510,366874,3465731,1632985,Approved
3331,5,Not Graduate,No,9576209,16132031,8,658,22452749,14517985,24275797,4645470,Approved
3332,5,Graduate,Yes,4889587,3208958,6,659,27957574,2294716,8344453,10256186,Approved
3333,2,Graduate,No,942476,23822652,20,677,13419327,2679235,36523955,12901895,Approved
3334,3,Graduate,No,761032,4992712,16,684,15762822,19161072,27901006,5713542,Approved
3335,0,Graduate,No,6616153,9263082,2,764,18366125,15310929,28216486,6412048,Approved
3336,0,Graduate,Yes,2533180,15801804,18,521,9783947,5883092,31436010,12584043,Rejected
3337,5,Graduate,No,1255752,21278124,8,664,12613434,10828295,39244736,9442555,Approved
3338,1,Graduate,Yes,8417774,11176762,18,371,24958724,120965,698823,10777059,Rejected
3339,5,Graduate,Yes,4122381,6688919,16,539,28238043,3523006,4515876,3935635,Rejected
3340,5,Graduate,Yes,1706610,21714866,6,803,25578186,4900981,16416910,6745531,Approved
3341,0,Not Graduate,No,4907915,8766777,6,713,4555616,3093228,29598280,11426040,Approved
3342,2,Not Graduate,No,1293753,17686354,18,426,6297868,4039829,26945703,2037849,Approved
3343,5,Not Graduate,Yes,3871013,21769796,6,786,22424828,9148277,5495314,2189187,Approved
3344,2,Graduate,No,5355577,4456232,8,896,19875191,4227450,26962416,11586057,Approved
3345,2,Graduate,No,696184,27203998,18,826,16890518,13016005,12693242,3028194,Rejected
3346,1,Not Graduate,No,1234549,28420731,8,547,5870402,9304588,28333886,14023449,Rejected
3347,2,Graduate,Yes,7135923,25959807,6,781,29073406,5394071,8344867,7919934,Approved
3348,0,Not Graduate,No,2544591,9161555,14,611,22310793,12071787,27868641,709636,Approved
3349,3,Graduate,No,7487613,2876245,12,743,15636530,14373977,30247460,8154027,Approved
3350,3,Not Graduate,Yes,295287,23950242,2,582,880638,7700867,38410907,6371670,Rejected
3351,4,Not Graduate,No,8530512,6872978,20,301,12006214,4749394,37699334,9624708,Approved
3352,5,Not Graduate,Yes,1596167,24840959,16,373,18520883,5205753,27320703,10727940,Rejected
3353,0,Graduate,No,4241682,7563108,2,363,4437922,11544447,7759851,1026723,Rejected
3354,2,Not Graduate,No,9980472,23303719,8,646,11265599,7975307,23564274,2577533,Approved
3355,3,Graduate,No,6215673,20277421,12,623,21632245,18999956,4122216,7923480,Approved
3356,0,Graduate,No,4358433,10923042,12,538,7100683,15225471,22803868,2091397,Rejected
3357,3,Graduate,No,9829773,11286583,14,696,29076569,11362403,20273198,4036041,Approved
3358,2,Graduate,No,6322005,12651436,10,636,17489493,3338696,36215331,7679109,Approved
3359,3,Graduate,Yes,4883024,25439050,10,640,6241556,18477036,29925326,5385082,Approved
3360,5,Graduate,No,9641274,27874535,8,578,23448075,6281543,14270497,6117717,Approved
3361,5,Graduate,No,6350158,22731090,12,652,6191986,1151049,31620068,13165493,Approved
3362,4,Not Graduate,No,1666737,25382729,14,762,29406685,1272137,35329319,5494688,Approved
3363,4,Not Graduate,Yes,2300895,1177406,20,761,6596798,5598894,32170493,943055,Approved
3364,3,Not Graduate,Yes,1279500,20919452,20,592,28087388,16825911,34369679,11252229,Rejected
3365,0,Graduate,Yes,4262320,16293982,2,706,5068217,4125168,25625394,3334707,Approved
3366,5,Graduate,No,3676732,16792889,18,461,2193508,14827554,19380861,957617,Rejected
3367,0,Graduate,No,1158904,2489905,16,802,7192920,12085366,20651887,4732261,Rejected
3368,0,Graduate,Yes,3037689,21613209,14,747,20895795,12955191,525957,11169104,Approved
3369,3,Not Graduate,Yes,8818210,13103857,18,754,29682330,14757764,30781749,323819,Approved
3370,0,Graduate,Yes,3688271,989912,6,564,21766881,7945019,31405632,2913620,Rejected
3371,5,Not Graduate,No,6087136,7558310,20,431,23194676,347240,29332455,6595381,Rejected
3372,2,Graduate,Yes,6553056,800527,8,419,22919698,13803695,39953860,7760113,Rejected
3373,4,Not Graduate,No,4968614,21296773,14,518,17352926,11604559,3898596,11094697,Rejected
3374,2,Graduate,No,4004287,4089551,12,716,379986,16626850,24333013,3846583,Approved
3375,0,Not Graduate,No,7810073,8090863,4,804,3089283,6780170,36742204,345971,Approved
3376,2,Graduate,Yes,788829,23035414,4,599,1633403,7935278,28006700,2407723,Rejected
3377,5,Not Graduate,No,5982060,20641815,20,408,16772211,8343114,3070740,6554531,Rejected
3378,5,Graduate,Yes,3222927,12872155,14,537,22975236,19590074,35173689,10051145,Rejected
3379,0,Not Graduate,Yes,5869453,4775616,18,592,12603462,8258488,30047029,13134877,Rejected
3380,3,Not Graduate,Yes,4862608,17014935,18,878,15340547,8378494,34681195,4561956,Rejected
3381,2,Graduate,Yes,7130207,29350162,14,486,18053930,17274101,13811983,6298169,Rejected
3382,3,Not Graduate,No,2180343,23452322,16,335,17835286,13889096,5726861,3044739,Rejected
3383,3,Graduate,No,4858455,8733829,20,860,10593496,19991458,26031208,4892250,Approved
3384,1,Graduate,No,5276083,9561251,6,555,1721122,11777462,37514390,4580957,Rejected
3385,0,Graduate,No,3536460,24215043,2,734,13041860,10352776,16277033,11397689,Approved
3386,4,Not Graduate,Yes,1445175,6784419,14,307,14561395,2926353,29460303,14663410,Rejected
3387,5,Not Graduate,Yes,6685907,1658569,16,477,26883199,9218806,2024210,12218007,Rejected
3388,5,Graduate,Yes,7188087,12160680,4,541,28677902,12448916,30136340,6521509,Approved
3389,0,Graduate,Yes,8726915,25232007,18,340,10605108,10694319,38372867,14298935,Rejected
3390,4,Not Graduate,No,1337333,29714898,8,656,12738969,11090275,15090650,12991870,Approved
3391,5,Not Graduate,Yes,6788209,9042224,20,412,28054417,1518848,18500551,13411156,Rejected
3392,0,Not Graduate,No,3248558,21935664,18,465,1524079,6409114,22825693,6497702,Rejected
3393,5,Graduate,Yes,3801817,21124352,6,803,18043407,10720044,2674774,14263721,Approved
3394,3,Graduate,Yes,1968494,26357171,16,377,2697545,5477438,1101213,8082246,Rejected
3395,2,Graduate,Yes,8912985,29557549,4,495,1079712,11963420,3269367,7048309,Rejected
3396,2,Graduate,Yes,5816467,16832949,6,701,29878198,16723602,16729617,7632621,Rejected
3397,5,Graduate,No,1403049,15368890,2,363,22091786,18254391,26710805,14202939,Rejected
3398,1,Not Graduate,No,9382811,18911946,10,724,26594576,8367403,17107992,14634185,Rejected
3399,4,Graduate,No,6401719,10009378,8,341,3562551,7355072,31303031,1101021,Rejected
3400,4,Not Graduate,No,8007699,16130935,2,672,10320718,8713430,14361461,2101276,Approved
3401,4,Not Graduate,Yes,9061258,29068541,20,605,13891832,5863564,23973296,12431955,Approved
3402,3,Graduate,Yes,2661897,14077095,18,508,21441318,4351901,1965794,1393077,Rejected
3403,4,Not Graduate,No,3740886,16449781,12,766,16590488,13669882,13166186,1165272,Approved
3404,2,Graduate,No,4975634,22733816,12,603,7029913,9519730,28617333,12386815,Approved
3405,3,Not Graduate,Yes,9428780,12973211,4,884,19271621,11074037,19214603,1093674,Approved
3406,0,Graduate,Yes,6688401,13458729,14,691,24267918,7711934,17407383,7927341,Approved
3407,4,Graduate,No,1819888,8637968,18,452,23662030,1650374,24317794,3285182,Approved
3408,4,Not Graduate,No,1927386,3558460,12,661,16227394,16458402,23323984,1791627,Approved
3409,0,Graduate,No,8860809,27580999,16,563,13251437,16510602,34577490,3180195,Rejected
3410,4,Not Graduate,Yes,995415,15471509,10,515,24882141,10343026,30193254,12678924,Rejected
3411,0,Graduate,No,3044140,26309728,4,842,19988200,12728999,17491518,8987189,Approved
3412,3,Graduate,No,9059505,11121299,8,823,23108613,7138799,13789764,8369916,Approved
3413,2,Graduate,No,1287462,26416820,2,493,1357448,6787348,35874142,1694466,Rejected
3414,0,Not Graduate,No,7891201,29731895,2,326,17972096,878638,10802007,1609708,Approved
3415,1,Not Graduate,No,3872689,23386216,12,345,14267595,18845442,22576945,13749107,Rejected
3416,0,Graduate,Yes,1152394,9854043,4,357,2733631,8016087,20878473,12494066,Rejected
3417,4,Not Graduate,No,6306825,4562571,12,312,24804537,7626981,3013856,6550382,Rejected
3418,3,Graduate,Yes,8114726,9802389,2,348,15414735,11131202,27975356,6568210,Rejected
3419,5,Not Graduate,No,596904,1254969,20,393,6933412,2105149,38992748,4174457,Rejected
3420,3,Not Graduate,No,8133604,11364264,6,883,22784218,2469284,34164047,12346779,Approved
3421,5,Graduate,No,5980833,13571379,18,750,6226140,10377440,15546802,11503219,Approved
3422,0,Graduate,Yes,4365666,18227031,4,678,9163216,648478,31111225,4864220,Approved
3423,2,Graduate,Yes,9014324,27553666,16,309,21962301,11564844,7774347,10620931,Rejected
3424,1,Graduate,Yes,9148693,24114627,12,815,13383216,4019213,3766283,13770277,Approved
3425,3,Graduate,No,6183006,21939849,12,523,6599397,16236427,13620505,13525916,Rejected
3426,4,Not Graduate,No,6385430,12240067,14,680,26693209,19319158,3721943,3848035,Rejected
3427,5,Not Graduate,Yes,6080599,25645973,10,840,26575966,17746622,9150980,976805,Approved
3428,4,Graduate,Yes,7772307,4066974,8,601,26148444,15081804,23387707,13012961,Approved
3429,2,Graduate,No,4797158,10670901,12,502,22751326,4298917,24614748,2068547,Rejected
3430,5,Graduate,Yes,6250485,2688160,16,888,6404526,86132,34686584,12977297,Approved
3431,3,Not Graduate,No,381136,23900900,8,870,5958560,7808565,35186552,4468270,Approved
3432,0,Graduate,Yes,5566434,20716136,10,495,4121119,8373686,36830418,7034859,Rejected
3433,4,Graduate,Yes,2691807,3209668,14,621,27804225,6470088,20426923,1752007,Approved
3434,2,Not Graduate,Yes,2007853,16493445,12,717,23587100,10454983,546343,11537291,Approved
3435,3,Not Graduate,No,9511487,24381810,8,641,11211325,10007396,4058502,1915208,Approved
3436,3,Not Graduate,No,6713766,24771303,8,688,2201778,9360654,35927257,5639846,Approved
3437,3,Not Graduate,Yes,5201336,7486089,20,308,13780758,19972208,6380759,2345141,Rejected
3438,3,Graduate,No,6231778,23380490,8,831,23995871,17816591,17488084,11865831,Approved
3439,5,Not Graduate,No,4126365,1369343,2,448,6393748,14747863,3658913,2477203,Rejected
3440,3,Not Graduate,No,3193518,7382060,10,682,4673240,2318762,3508498,11088137,Approved
3441,4,Graduate,No,9594128,21767923,16,828,24201931,3499050,27868760,8662826,Approved
3442,2,Graduate,Yes,5090552,28760451,14,311,13484203,2788091,20754841,11326497,Rejected
3443,5,Graduate,No,6193265,8254410,10,775,25689625,14762817,24765839,10227901,Approved
3444,3,Not Graduate,No,8239224,267659,6,893,27314247,17611873,36695676,12064739,Approved
3445,1,Graduate,Yes,1257980,3511236,2,878,6788491,16818405,16304926,13935188,Approved
3446,1,Not Graduate,No,2232479,18967933,14,352,28370103,6010498,13541665,6955256,Rejected
3447,2,Not Graduate,No,3983203,9002601,6,735,10172458,19214720,2398352,855604,Approved
3448,0,Not Graduate,No,1096881,13670270,8,505,1130593,1888414,36151371,5690680,Rejected
3449,0,Graduate,Yes,1800548,29123000,10,353,16354208,4891447,4817054,6571752,Rejected
3450,5,Not Graduate,Yes,1841455,25776508,16,879,24673944,1673686,24387705,12112359,Approved
3451,5,Graduate,No,7921997,13284215,14,789,5814873,19558607,8785111,13167227,Approved
3452,5,Graduate,No,5127386,24355718,18,643,20000187,4204319,16021717,7113697,Approved
3453,0,Graduate,Yes,464826,16224308,6,468,14925283,10855504,4214633,10449908,Rejected
3454,1,Not Graduate,Yes,3064621,18275144,20,460,21318042,5981201,7443984,10202522,Rejected
3455,0,Not Graduate,Yes,3891848,23029736,2,826,19471387,13501123,20700405,6405072,Approved
